"EC reference","Entity name","Entity type","Regulated donee type","Rec'd by (AU)","Reported under 62:12","Is sponsorship","Donor name","Donor type","Company reg. no.","Postcode","Type of donation","Nature / Provision","Purpose","How dealt with","Value","Received date","Accepted date","Reported date","Reported pre or post poll","Entity ID","Accounting unit ID",
"NC0097299","Ms Sarah Newton","Regulated Donee","MP - Member of Parliament","",,,"FC Funding Ltd, 68 Lemon Street","Company",":05010380","TR1 2PN","Non Cash","Advertising","","","£2,187.82","19/02/2014","07/03/2014","22/04/2014",,"2363","",
"C0097300","Ms Anna Soubry","Regulated Donee","MP - Member of Parliament","",,,"Women2Win, 116 Kennington Road","Unincorporated Association","","SE11 6RE","Cash","","","","£5,000.00","04/04/2014","11/04/2014","14/04/2014",,"2364","",
"C0097301","Mr William Goodhand","Regulated Donee","Member of Registered Political Party","",,,"Tees Components Ltd, North Skelton","Company",":00775765","TS12 2AP","Cash","","","","£5,000.00","01/04/2014","01/04/2014","29/04/2014",,"2365","",
"C0097302","Mr William Goodhand","Regulated Donee","MP - Member of Parliament","",,,"United and Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL10 9JY","Cash","","","","£5,000.00","01/04/2014","01/04/2014","29/04/2014",,"2365","",
"C0098029","Conservative Party","Political Party","","Berwick-upon-Tweed",,,"Mr Alexander Temerko","Individual","","","Cash","","","","£2,970.00","28/03/2014","28/03/2014","30/04/2014",,"52","944",
"C0098031","Conservative Party","Political Party","","Birmingham Northfield",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£2,500.00","20/03/2014","31/03/2014","30/04/2014",,"52","958",
"C0098032","Conservative Party","Political Party","","Blackpool North and Cleveleys",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£2,500.00","20/03/2014","31/03/2014","30/04/2014",,"52","969",
"C0098033","Conservative Party","Political Party","","Brecon & Radnorshire",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£5,000.00","20/03/2014","31/03/2014","30/04/2014",,"52","992",
"C0098034","Conservative Party","Political Party","","Brecon & Radnorshire",,,"Ms Gwenllian Philipps","Individual","","","Cash","","","","£5,000.00","20/02/2014","20/02/2014","30/04/2014",,"52","992",
"C0098037","Conservative Party","Political Party","","Bristol North West",,,"Stalbury Trustees, 31 Hill Street","Company",":01430799","W1J 5LS","Cash","","","","£2,000.00","27/02/2014","27/02/2014","30/04/2014",,"52","1009",
"C0098040","Conservative Party","Political Party","","Burton",,,"Midland Chilled Foods Ltd, 75 Station Road","Company",":1104045","DE13 8DS","Cash","","","","£15,000.00","20/02/2014","18/03/2014","30/04/2014",,"52","1019",
"C0098041","Conservative Party","Political Party","","Bury North",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£5,000.00","20/03/2014","31/03/2014","30/04/2014",,"52","1020",
"C0098043","Conservative Party","Political Party","","Cardiff North",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£2,500.00","20/03/2014","31/03/2014","30/04/2014",,"52","1034",
"C0098044","Conservative Party","Political Party","","Carlisle",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£5,000.00","20/03/2014","31/03/2014","30/04/2014",,"52","1037",
"C0098045","Conservative Party","Political Party","","Cheadle",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£5,000.00","20/03/2014","31/03/2014","30/04/2014",,"52","1050",
"C0098046","Conservative Party","Political Party","","Cheltenham",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£2,500.00","20/03/2014","31/03/2014","30/04/2014",,"52","1053",
"C0098047","Conservative Party","Political Party","","Chippenham",,,"The Cayzer Trust Company Ltd, Cayzer House","Company",":4987694","SW1E 6NN","Cash","","","","£2,500.00","26/02/2014","26/02/2014","30/04/2014",,"52","1059",
"C0098048","Conservative Party","Political Party","","Chippenham",,,"Mr James H Fuller","Individual","","","Cash","","","","£2,000.00","11/02/2014","11/02/2014","30/04/2014",,"52","1059",
"C0098049","Conservative Party","Political Party","","Chorley",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£5,000.00","20/03/2014","31/03/2014","30/04/2014",,"52","1061",
"C0098050","Conservative Party","Political Party","","Cities of London & Westminster",,,"Lycamobile UK Ltd, 3rd Floor Walbrook Building","Company",":5903820","E14 9SG","Cash","","","","£2,400.00","27/03/2014","31/03/2014","30/04/2014",,"52","1063",
"C0098051","Conservative Party","Political Party","","Cities of London & Westminster",,,"Stringfellows Restaurants Ltd, 235 Old Marylebone Road","Company",":2090397","NW1 5QT","Cash","","","","£2,340.00","27/03/2014","31/03/2014","30/04/2014",,"52","1063",
"C0098053","Conservative Party","Political Party","","Cities of London & Westminster",,,"Ms Beatrice Tollman","Individual","","","Cash","","","","£5,000.00","10/03/2014","10/03/2014","30/04/2014",,"52","1063",
"C0098054","Conservative Party","Political Party","","City of Chester",,,"Chester & County Unionist Buildings Ltd, Hall Green House","Company",":224705","SY13 3AS","Cash","","","","£4,400.00","07/03/2014","07/03/2014","30/04/2014",,"52","1065",
"C0098055","Conservative Party","Political Party","","City of Chester",,,"United & Cecil Club, 18 Thorney Lane North","Unincorporated Association","","SL0 9JY","Cash","","","","£2,500.00","20/03/2014","31/03/2014","30/04/2014",,"52","1065",
"C0098056","Conservative Party","Political Party","","",,,"B&S Property Ltd, Kemp House","Company",":5297376","EC1V 2DW","Cash","","","","£12,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098058","Conservative Party","Political Party","","",,,"Bestway Cash & Carry Ltd, 2 Abbey Road","Company",":1207120","NW10 7BW","Cash","","","","£57,500.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098060","Conservative Party","Political Party","","",,,"Canary Wharf PLC, One Canada Square","Company",":1971312","E14 5AB","Cash","","","","£10,200.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098061","Conservative Party","Political Party","","",,,"CC Property Company Ltd, CCC House","Company",":5041587","SW1X 8JL","Cash","","","","£30,000.00","24/03/2014","24/03/2014","30/04/2014",,"52","",
"C0098062","Conservative Party","Political Party","","",,,"Countywide Developments Ltd, 15 Hockley Court","Company",":2865543","B94 6NW","Cash","","","","£75,000.00","19/02/2014","19/02/2014","30/04/2014",,"52","",
"C0098063","Conservative Party","Political Party","","",,,"Delancey Real Estate Asset Management Ltd, 6th Floor","Company",":4517621","W1J 6ER","Cash","","","","£20,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098064","Conservative Party","Political Party","","",,,"DPK Contractors Limited, 1 Knightsbridge Green","Company",":4318799","SW1X 7NE","Cash","","","","£32,500.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098065","Conservative Party","Political Party","","",,,"FIL Holdings (UK) Ltd, Oakhill House","Company",":6737476","TN11 9DZ","Cash","","","","£35,000.00","11/02/2014","11/02/2014","30/04/2014",,"52","",
"C0098067","Conservative Party","Political Party","","",,,"Harris and Sheldon Group Ltd, North Court","Company",":1561575","CV7 7HF","Cash","","","","£12,500.00","04/02/2014","04/02/2014","30/04/2014",,"52","",
"C0098068","Conservative Party","Political Party","","",,,"Howden Insurance Brokers Limited, 16 Eastcheap","Company",":00203500","EC3M 1BD","Cash","","","","£10,000.00","04/02/2014","04/02/2014","30/04/2014",,"52","",
"C0098069","Conservative Party","Political Party","","",,,"Investors in Private Capital Ltd, 25 Harley Street","Company",":05204672","W1G 9BR","Cash","","","","£10,500.00","17/03/2014","17/03/2014","30/04/2014",,"52","",
"C0098070","Conservative Party","Political Party","","",,,"IPGL Ltd, Park House","Company",":2011009","EC2M 7EB","Cash","","","","£53,123.00","28/02/2014","28/02/2014","30/04/2014",,"52","",
"C0098071","Conservative Party","Political Party","","",,,"J&H Sales (International) Limited, 11A Cambridge Park","Company",":2495404","E11 2PU","Cash","","","","£8,500.00","17/03/2014","17/03/2014","30/04/2014",,"52","",
"C0098072","Conservative Party","Political Party","","",,,"JB Drax Honore (UK) Ltd, 5th Floor","Company",":8137487","EC2N 2JA","Cash","","","","£50,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098073","Conservative Party","Political Party","","",,,"JCB Research, Lakeside Works","Company",":682651","ST14 5JP","Cash","","","","£140,000.00","13/03/2014","22/03/2014","30/04/2014",,"52","",
"C0098074","Conservative Party","Political Party","","",,,"Lycamobile UK Ltd, 3rd Floor Walbrook Building","Company",":5903820","E14 9SG","Cash","","","","£102,620.00","27/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098075","Conservative Party","Political Party","","",,,"McDowell's Development Company Ltd, 246 Holywood Road","Company",":NI013472","BT4 1SD","Cash","","","","£10,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098077","Conservative Party","Political Party","","",,,"National Conservative Draws Society, Disraeli House","Unincorporated Association","","HP9 1LW","Cash","","","","£150,000.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098081","Conservative Party","Political Party","","",,,"The Association of Conservative Clubs Ltd, 24 Old Queen Street","Company",":457188","SW1H 3HP","Cash","","","","£135,600.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098082","Conservative Party","Political Party","","",,,"Tribeca Holdings London Limited, 5th Floor, Berkeley Square House","Company",":07493863","W1J 6BY","Cash","","","","£10,000.00","12/02/2014","12/02/2014","30/04/2014",,"52","",
"C0098083","Conservative Party","Political Party","","",,,"Westfield Shoppingtowns Ltd, 6th Floor","Company",":3912122","WC1V 6EA","Cash","","","","£50,000.00","21/02/2014","21/02/2014","30/04/2014",,"52","",
"C0098086","Conservative Party","Political Party","","",,,"Mr Paul A Beecroft","Individual","","","Cash","","","","£20,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098087","Conservative Party","Political Party","","",,,"Ms Susan Bernard","Individual","","","Cash","","","","£10,000.00","12/02/2014","12/02/2014","30/04/2014",,"52","",
"C0098089","Conservative Party","Political Party","","",,,"Mr Roderick H Brooks","Individual","","","Cash","","","","£50,000.00","24/02/2014","24/02/2014","30/04/2014",,"52","",
"C0098090","Conservative Party","Political Party","","",,,"Mr Robert D Calrow","Individual","","","Cash","","","","£12,500.00","11/02/2014","11/02/2014","30/04/2014",,"52","",
"C0098091","Conservative Party","Political Party","","",,,"Ms Tiziana Cantoni","Individual","","","Cash","","","","£30,000.00","11/02/2014","11/02/2014","30/04/2014",,"52","",
"C0098093","Conservative Party","Political Party","","",,,"Mr David J Coldman","Individual","","","Cash","","","","£50,000.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098094","Conservative Party","Political Party","","",,,"Mr Nicholas D Coleridge","Individual","","","Cash","","","","£10,000.00","13/02/2014","13/02/2014","30/04/2014",,"52","",
"C0098095","Conservative Party","Political Party","","",,,"Mr Kenneth J Costa","Individual","","","Cash","","","","£13,500.00","15/03/2014","15/03/2014","30/04/2014",,"52","",
"C0098097","Conservative Party","Political Party","","",,,"Mr John Dodd","Individual","","","Cash","","","","£11,500.00","28/02/2014","28/02/2014","30/04/2014",,"52","",
"C0098098","Conservative Party","Political Party","","",,,"Mr Herbert D Ellis","Individual","","","Cash","","","","£70,000.00","26/03/2014","26/03/2014","30/04/2014",,"52","",
"C0098099","Conservative Party","Political Party","","",,,"Mr Michael S Farmer","Individual","","","Cash","","","","£257,500.00","13/02/2014","13/02/2014","30/04/2014",,"52","",
"C0098100","Conservative Party","Political Party","","",,,"Mr Matthew R Ferrey","Individual","","","Cash","","","","£25,000.00","25/03/2014","25/03/2014","30/04/2014",,"52","",
"C0098101","Conservative Party","Political Party","","",,,"Lord Stanley Fink","Individual","","","Cash","","","","£50,000.00","04/03/2014","04/03/2014","30/04/2014",,"52","",
"C0098102","Conservative Party","Political Party","","",,,"Mr Alexander  A Fraser","Individual","","","Cash","","","","£200,000.00","04/03/2014","04/03/2014","30/04/2014",,"52","",
"C0098106","Conservative Party","Political Party","","",,,"Mr John Hall","Individual","","","Cash","","","","£50,000.00","28/03/2014","28/03/2014","30/04/2014",,"52","",
"C0098107","Conservative Party","Political Party","","",,,"Mr James Hay","Individual","","","Cash","","","","£39,500.00","06/03/2014","06/03/2014","30/04/2014",,"52","",
"C0098108","Conservative Party","Political Party","","",,,"Sir Michael Hintze","Individual","","","Cash","","","","£1,503,500.00","05/03/2014","24/03/2014","30/04/2014",,"52","",
"C0098110","Conservative Party","Political Party","","",,,"Mr Yan Huo","Individual","","","Cash","","","","£10,000.00","14/03/2014","14/03/2014","30/04/2014",,"52","",
"C0098111","Conservative Party","Political Party","","",,,"Mr Timothy Jones","Individual","","","Cash","","","","£40,000.00","07/03/2014","07/03/2014","30/04/2014",,"52","",
"C0098113","Conservative Party","Political Party","","",,,"Mr Peter Kane","Individual","","","Cash","","","","£21,752.69","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098114","Conservative Party","Political Party","","",,,"Mr Henry Keswick","Individual","","","Cash","","","","£50,000.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098115","Conservative Party","Political Party","","",,,"Mr Andrew  Law","Individual","","","Cash","","","","£175,200.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098116","Conservative Party","Political Party","","",,,"Mr Alan J Lewis","Individual","","","Cash","","","","£750.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098117","Conservative Party","Political Party","","",,,"Mr David Lilley","Individual","","","Cash","","","","£200,000.00","07/03/2014","07/03/2014","30/04/2014",,"52","",
"C0098118","Conservative Party","Political Party","","",,,"Mr Constantine Logothetis","Individual","","","Cash","","","","£5,550.00","28/02/2014","28/02/2014","30/04/2014",,"52","",
"C0098119","Conservative Party","Political Party","","",,,"Mr James R Lupton","Individual","","","Cash","","","","£257,500.00","13/02/2014","13/02/2014","30/04/2014",,"52","",
"C0098122","Conservative Party","Political Party","","",,,"Mr Ian Mukherjee","Individual","","","Cash","","","","£50,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
"C0098123","Conservative Party","Political Party","","",,,"Mr Neil M Ostrer","Individual","","","Cash","","","","£50,000.00","31/03/2014","31/03/2014","30/04/2014",,"52","",
"C0098125","Conservative Party","Political Party","","",,,"Mr Roy L Peires","Individual","","","Cash","","","","£53,000.00","24/03/2014","24/03/2014","30/04/2014",,"52","",
"C0098126","Conservative Party","Political Party","","",,,"Mr Christopher Rokos","Individual","","","Cash","","","","£170,000.00","27/03/2014","27/03/2014","30/04/2014",,"52","",
